,nameWithOwner,sshUrl,createdAt,updatedAt,stargazers.totalCount,releases.totalCount
398,knightliao/disconf,git@github.com:knightliao/disconf.git,2014-05-30T09:39:27Z,2022-03-13T11:14:22Z,5515,12
399,MindorksOpenSource/from-java-to-kotlin,git@github.com:MindorksOpenSource/from-java-to-kotlin.git,2017-05-21T11:56:27Z,2022-03-14T13:38:43Z,5515,0
400,google/grafika,git@github.com:google/grafika.git,2013-12-19T18:36:53Z,2022-03-12T07:42:23Z,5501,1
401,alibaba/freeline,git@github.com:alibaba/freeline.git,2016-08-03T17:22:52Z,2022-03-14T15:51:43Z,5495,22
402,plantuml/plantuml,git@github.com:plantuml/plantuml.git,2010-11-04T15:55:50Z,2022-03-14T23:30:55Z,5491,9
403,sockeqwe/mosby,git@github.com:sockeqwe/mosby.git,2015-03-25T00:59:19Z,2022-03-10T15:17:25Z,5476,15
404,haifengl/smile,git@github.com:haifengl/smile.git,2014-11-20T16:28:12Z,2022-03-14T14:26:35Z,5473,22
405,facebookarchive/rebound,git@github.com:facebookarchive/rebound.git,2013-10-11T01:12:37Z,2022-03-07T06:52:53Z,5466,10
406,527515025/springBoot,git@github.com:527515025/springBoot.git,2016-11-07T02:13:31Z,2022-03-14T13:51:53Z,5431,0
407,gzu-liyujiang/AndroidPicker,git@github.com:gzu-liyujiang/AndroidPicker.git,2015-10-21T14:21:16Z,2022-03-14T14:34:15Z,5428,50
408,dm77/barcodescanner,git@github.com:dm77/barcodescanner.git,2014-02-24T21:14:09Z,2022-03-14T06:26:30Z,5427,6
409,graphql-java/graphql-java,git@github.com:graphql-java/graphql-java.git,2015-07-06T06:52:20Z,2022-03-14T17:53:55Z,5420,39
410,robolectric/robolectric,git@github.com:robolectric/robolectric.git,2010-08-28T00:28:25Z,2022-03-14T06:21:30Z,5414,81
411,jgilfelt/SystemBarTint,git@github.com:jgilfelt/SystemBarTint.git,2013-11-17T12:35:05Z,2022-03-03T11:30:49Z,5394,3
412,evernote/android-job,git@github.com:evernote/android-job.git,2015-08-20T19:36:54Z,2022-03-14T19:33:29Z,5375,31
413,amitshekhariitbhu/Fast-Android-Networking,git@github.com:amitshekhariitbhu/Fast-Android-Networking.git,2016-03-21T18:35:44Z,2022-03-14T06:35:14Z,5369,8
414,apache/beam,git@github.com:apache/beam.git,2016-02-02T08:00:06Z,2022-03-14T17:47:55Z,5368,20
415,changmingxie/tcc-transaction,git@github.com:changmingxie/tcc-transaction.git,2015-12-05T04:27:53Z,2022-03-14T15:17:17Z,5363,4
416,evant/gradle-retrolambda,git@github.com:evant/gradle-retrolambda.git,2013-08-05T02:09:58Z,2022-03-07T11:42:23Z,5361,37
417,hanks-zyh/HTextView,git@github.com:hanks-zyh/HTextView.git,2015-12-19T16:34:59Z,2022-03-13T11:21:04Z,5341,0
418,MinecraftForge/MinecraftForge,git@github.com:MinecraftForge/MinecraftForge.git,2012-01-30T01:35:01Z,2022-03-14T14:57:27Z,5326,0
419,JesusFreke/smali,git@github.com:JesusFreke/smali.git,2012-09-23T19:51:16Z,2022-03-14T18:26:52Z,5320,1
420,dataease/dataease,git@github.com:dataease/dataease.git,2021-02-02T04:10:21Z,2022-03-14T15:40:06Z,5313,24
421,XRecyclerView/XRecyclerView,git@github.com:XRecyclerView/XRecyclerView.git,2015-11-18T08:14:22Z,2022-03-14T20:51:20Z,5283,0
422,lucasr/twoway-view,git@github.com:lucasr/twoway-view.git,2013-01-18T20:55:23Z,2022-03-14T07:27:21Z,5273,0
423,commonsguy/cw-omnibus,git@github.com:commonsguy/cw-omnibus.git,2012-03-12T14:12:06Z,2022-03-13T17:05:34Z,5266,36
424,apache/dubbo-spring-boot-project,git@github.com:apache/dubbo-spring-boot-project.git,2018-01-18T12:10:50Z,2022-03-14T02:02:29Z,5260,13
425,yixia/VitamioBundle,git@github.com:yixia/VitamioBundle.git,2012-10-19T08:40:49Z,2022-03-13T04:40:00Z,5253,0
426,micronaut-projects/micronaut-core,git@github.com:micronaut-projects/micronaut-core.git,2018-03-07T12:05:08Z,2022-03-14T17:53:24Z,5251,118
427,scribejava/scribejava,git@github.com:scribejava/scribejava.git,2010-09-05T19:11:40Z,2022-03-10T21:11:38Z,5236,7
428,Meituan-Dianping/Leaf,git@github.com:Meituan-Dianping/Leaf.git,2018-12-11T07:41:35Z,2022-03-14T16:41:03Z,5236,0
429,yanzhenjie/SwipeRecyclerView,git@github.com:yanzhenjie/SwipeRecyclerView.git,2016-08-03T15:43:34Z,2022-03-14T03:02:16Z,5221,0
430,Clans/FloatingActionButton,git@github.com:Clans/FloatingActionButton.git,2015-03-21T12:36:16Z,2022-03-11T02:49:52Z,5207,14
431,square/otto,git@github.com:square/otto.git,2012-06-27T19:06:49Z,2022-03-13T04:10:43Z,5203,0
432,h6ah4i/android-advancedrecyclerview,git@github.com:h6ah4i/android-advancedrecyclerview.git,2015-01-24T16:14:39Z,2022-03-13T16:35:35Z,5197,1
433,Yalantis/Side-Menu.Android,git@github.com:Yalantis/Side-Menu.Android.git,2015-01-13T11:11:27Z,2022-03-14T08:02:29Z,5189,2
434,wuhaoyu1990/MagicCamera,git@github.com:wuhaoyu1990/MagicCamera.git,2016-01-08T11:36:56Z,2022-03-14T03:24:25Z,5183,0
435,Vedenin/useful-java-links,git@github.com:Vedenin/useful-java-links.git,2016-02-13T13:14:52Z,2022-03-14T15:18:26Z,5172,0
436,thinkaurelius/titan,git@github.com:thinkaurelius/titan.git,2012-02-25T22:53:53Z,2022-03-13T02:18:34Z,5172,0
437,xxv/android-lifecycle,git@github.com:xxv/android-lifecycle.git,2014-04-18T14:26:22Z,2022-03-13T04:39:17Z,5169,0
438,motianhuo/wechat,git@github.com:motianhuo/wechat.git,2015-05-25T02:33:37Z,2022-03-11T07:38:35Z,5169,0
439,CameraKit/camerakit-android,git@github.com:CameraKit/camerakit-android.git,2016-11-27T19:29:43Z,2022-03-09T18:28:40Z,5155,17
440,ja-netfilter/ja-netfilter,git@github.com:ja-netfilter/ja-netfilter.git,2021-11-29T02:54:50Z,2022-03-14T21:30:17Z,5153,1
441,KeepSafe/TapTargetView,git@github.com:KeepSafe/TapTargetView.git,2016-09-11T09:07:36Z,2022-03-12T22:18:30Z,5153,23
442,LawnchairLauncher/lawnchair,git@github.com:LawnchairLauncher/lawnchair.git,2017-03-03T13:12:58Z,2022-03-15T00:27:38Z,5145,34
443,wasabeef/Blurry,git@github.com:wasabeef/Blurry.git,2015-07-23T14:12:08Z,2022-03-14T14:23:42Z,5140,0
444,Karumi/Dexter,git@github.com:Karumi/Dexter.git,2015-11-17T13:14:43Z,2022-03-14T21:39:48Z,5131,33
445,crazycodeboy/react-native-splash-screen,git@github.com:crazycodeboy/react-native-splash-screen.git,2016-09-14T10:43:55Z,2022-03-14T16:23:35Z,5126,12
446,frohoff/ysoserial,git@github.com:frohoff/ysoserial.git,2015-01-28T07:13:55Z,2022-03-15T00:19:53Z,5076,0
447,trinodb/trino,git@github.com:trinodb/trino.git,2019-01-19T06:38:14Z,2022-03-14T19:54:03Z,5064,0
448,junit-team/junit5,git@github.com:junit-team/junit5.git,2015-01-11T19:06:10Z,2022-03-14T04:05:13Z,5063,54
449,journeyapps/zxing-android-embedded,git@github.com:journeyapps/zxing-android-embedded.git,2012-11-28T16:36:39Z,2022-03-15T00:19:28Z,5040,9
450,frogermcs/InstaMaterial,git@github.com:frogermcs/InstaMaterial.git,2014-11-10T18:56:49Z,2022-03-05T20:18:37Z,5037,1
451,alibaba/UltraViewPager,git@github.com:alibaba/UltraViewPager.git,2017-03-29T13:31:53Z,2022-03-07T04:50:57Z,5028,10
452,careercup/ctci,git@github.com:careercup/ctci.git,2013-03-21T23:01:01Z,2022-03-14T02:54:35Z,5025,0
453,TommyLemon/Android-ZBLibrary,git@github.com:TommyLemon/Android-ZBLibrary.git,2015-08-20T16:03:53Z,2022-03-14T00:33:11Z,5019,25
454,mapstruct/mapstruct,git@github.com:mapstruct/mapstruct.git,2012-05-28T12:42:42Z,2022-03-13T14:59:57Z,5012,21
455,wequick/Small,git@github.com:wequick/Small.git,2015-11-27T11:37:20Z,2022-03-13T06:22:16Z,5011,25
456,Trinea/android-common,git@github.com:Trinea/android-common.git,2012-06-19T07:49:46Z,2022-03-12T19:11:14Z,4995,1
457,flowable/flowable-engine,git@github.com:flowable/flowable-engine.git,2016-10-13T07:21:43Z,2022-03-14T09:31:10Z,4990,20
458,spring-attic/spring-mvc-showcase,git@github.com:spring-attic/spring-mvc-showcase.git,2011-06-03T15:36:55Z,2022-03-14T10:17:03Z,4987,0
459,btraceio/btrace,git@github.com:btraceio/btrace.git,2014-08-28T18:58:24Z,2022-03-14T08:14:58Z,4984,28
460,awsdocs/aws-doc-sdk-examples,git@github.com:awsdocs/aws-doc-sdk-examples.git,2016-08-18T19:06:57Z,2022-03-14T20:57:14Z,4982,0
461,traex/RippleEffect,git@github.com:traex/RippleEffect.git,2014-10-14T13:32:51Z,2022-03-12T19:14:53Z,4963,0
462,amitshekhariitbhu/RxJava2-Android-Samples,git@github.com:amitshekhariitbhu/RxJava2-Android-Samples.git,2016-08-27T08:21:37Z,2022-03-14T15:45:34Z,4954,0
463,orhanobut/dialogplus,git@github.com:orhanobut/dialogplus.git,2014-12-12T09:24:44Z,2022-03-14T15:06:34Z,4950,9
464,linkedin/datahub,git@github.com:linkedin/datahub.git,2015-11-18T05:47:40Z,2022-03-14T17:42:11Z,4949,47
465,alibaba/transmittable-thread-local,git@github.com:alibaba/transmittable-thread-local.git,2013-10-13T08:48:33Z,2022-03-14T07:01:58Z,4936,48
466,wiremock/wiremock,git@github.com:wiremock/wiremock.git,2011-10-09T20:27:24Z,2022-03-14T13:20:02Z,4928,1
467,yuliskov/SmartTubeNext,git@github.com:yuliskov/SmartTubeNext.git,2020-07-28T12:53:52Z,2022-03-15T00:35:14Z,4916,64
468,Devlight/NavigationTabBar,git@github.com:Devlight/NavigationTabBar.git,2016-03-29T08:59:27Z,2022-03-11T17:34:29Z,4912,13
469,yipianfengye/android-zxingLibrary,git@github.com:yipianfengye/android-zxingLibrary.git,2016-07-26T08:00:18Z,2022-03-12T10:03:28Z,4911,0
470,facebook/shimmer-android,git@github.com:facebook/shimmer-android.git,2015-02-27T22:25:22Z,2022-03-12T15:14:38Z,4903,5
471,hibernate/hibernate-orm,git@github.com:hibernate/hibernate-orm.git,2010-10-04T16:15:52Z,2022-03-11T15:11:28Z,4888,16
472,danikula/AndroidVideoCache,git@github.com:danikula/AndroidVideoCache.git,2015-04-01T11:25:52Z,2022-03-14T10:09:20Z,4888,20
473,mybatis/generator,git@github.com:mybatis/generator.git,2013-02-10T11:14:50Z,2022-03-13T11:16:08Z,4887,10
474,quartz-scheduler/quartz,git@github.com:quartz-scheduler/quartz.git,2016-03-07T14:05:37Z,2022-03-14T09:32:01Z,4882,2
475,socketio/socket.io-client-java,git@github.com:socketio/socket.io-client-java.git,2013-04-28T17:04:05Z,2022-03-14T19:59:01Z,4881,3
476,Ramotion/folding-cell-android,git@github.com:Ramotion/folding-cell-android.git,2016-04-01T11:38:47Z,2022-03-09T13:29:59Z,4866,0
477,rubensousa/GravitySnapHelper,git@github.com:rubensousa/GravitySnapHelper.git,2016-08-31T07:25:23Z,2022-03-14T06:28:07Z,4861,14
478,andkulikov/Transitions-Everywhere,git@github.com:andkulikov/Transitions-Everywhere.git,2014-10-15T03:37:03Z,2022-03-09T13:27:55Z,4856,23
479,ffay/lanproxy,git@github.com:ffay/lanproxy.git,2016-11-20T08:12:10Z,2022-03-14T14:32:26Z,4851,1
480,AriaLyy/Aria,git@github.com:AriaLyy/Aria.git,2016-02-19T02:16:07Z,2022-03-14T06:24:55Z,4835,26
481,claritylab/lucida,git@github.com:claritylab/lucida.git,2014-05-13T17:12:49Z,2022-03-09T18:28:41Z,4826,0
482,jOOQ/jOOQ,git@github.com:jOOQ/jOOQ.git,2011-04-17T10:43:33Z,2022-03-14T10:13:21Z,4826,0
483,alibaba/jvm-sandbox,git@github.com:alibaba/jvm-sandbox.git,2017-08-03T02:55:31Z,2022-03-14T10:32:57Z,4805,12
484,confluentinc/ksql,git@github.com:confluentinc/ksql.git,2016-09-27T21:30:15Z,2022-03-14T23:45:24Z,4803,8
485,etsy/AndroidStaggeredGrid,git@github.com:etsy/AndroidStaggeredGrid.git,2013-12-09T19:43:45Z,2022-03-13T02:04:21Z,4789,7
486,raphw/byte-buddy,git@github.com:raphw/byte-buddy.git,2013-11-25T19:38:03Z,2022-03-14T14:46:39Z,4788,246
487,DingMouRen/LayoutManagerGroup,git@github.com:DingMouRen/LayoutManagerGroup.git,2018-04-28T11:47:38Z,2022-03-14T07:35:19Z,4782,0
488,google/google-authenticator,git@github.com:google/google-authenticator.git,2014-10-08T17:54:27Z,2022-03-14T13:29:00Z,4768,0
489,Nepxion/Discovery,git@github.com:Nepxion/Discovery.git,2018-06-21T16:16:49Z,2022-03-12T12:29:14Z,4762,112
490,JodaOrg/joda-time,git@github.com:JodaOrg/joda-time.git,2011-05-16T16:49:57Z,2022-03-14T06:58:19Z,4762,35
491,mcxiaoke/packer-ng-plugin,git@github.com:mcxiaoke/packer-ng-plugin.git,2015-11-24T04:08:08Z,2022-03-14T08:52:11Z,4749,1
492,hazelcast/hazelcast,git@github.com:hazelcast/hazelcast.git,2012-03-21T12:25:18Z,2022-03-14T23:45:19Z,4744,165
493,google/cameraview,git@github.com:google/cameraview.git,2016-08-04T05:22:14Z,2022-03-13T04:32:45Z,4737,0
494,saiwu-bigkoo/Android-ConvenientBanner,git@github.com:saiwu-bigkoo/Android-ConvenientBanner.git,2014-12-23T06:12:33Z,2022-03-14T08:44:12Z,4730,0
495,gabrielemariotti/cardslib,git@github.com:gabrielemariotti/cardslib.git,2013-09-20T21:57:19Z,2022-03-09T18:23:50Z,4720,27
496,ankidroid/Anki-Android,git@github.com:ankidroid/Anki-Android.git,2013-01-20T13:55:53Z,2022-03-14T21:22:27Z,4718,985
497,pardom-zz/ActiveAndroid,git@github.com:pardom-zz/ActiveAndroid.git,2012-11-15T18:10:45Z,2022-03-07T13:52:53Z,4714,0
498,huangyanbin/smartTable,git@github.com:huangyanbin/smartTable.git,2017-11-08T01:11:14Z,2022-03-13T12:27:09Z,4700,44
499,vavr-io/vavr,git@github.com:vavr-io/vavr.git,2014-01-30T14:07:25Z,2022-03-14T15:08:09Z,4700,17
500,opensearch-project/OpenSearch,git@github.com:opensearch-project/OpenSearch.git,2021-01-29T22:10:00Z,2022-03-14T21:27:32Z,4679,11
501,razerdp/BasePopup,git@github.com:razerdp/BasePopup.git,2016-01-15T03:31:07Z,2022-03-14T17:38:08Z,4678,15
502,getActivity/AndroidProject,git@github.com:getActivity/AndroidProject.git,2018-10-23T10:30:55Z,2022-03-14T12:50:31Z,4673,17
503,hongyangAndroid/baseAdapter,git@github.com:hongyangAndroid/baseAdapter.git,2015-08-03T02:55:51Z,2022-03-13T08:17:41Z,4670,0
504,gephi/gephi,git@github.com:gephi/gephi.git,2011-10-22T03:14:46Z,2022-03-14T02:31:11Z,4658,12
505,wdullaer/MaterialDateTimePicker,git@github.com:wdullaer/MaterialDateTimePicker.git,2015-01-03T19:41:03Z,2022-03-06T05:24:45Z,4642,54
506,youlookwhat/CloudReader,git@github.com:youlookwhat/CloudReader.git,2016-11-20T11:59:25Z,2022-03-15T00:55:15Z,4640,25
507,square/sqlbrite,git@github.com:square/sqlbrite.git,2015-02-19T04:38:37Z,2022-03-05T20:08:34Z,4637,9
508,OpenTSDB/opentsdb,git@github.com:OpenTSDB/opentsdb.git,2010-08-27T02:05:20Z,2022-03-10T13:50:25Z,4616,26
509,auth0/java-jwt,git@github.com:auth0/java-jwt.git,2014-03-07T15:06:11Z,2022-03-14T16:05:49Z,4607,32
510,macrozheng/springcloud-learning,git@github.com:macrozheng/springcloud-learning.git,2019-09-07T02:36:16Z,2022-03-14T09:15:28Z,4604,0
511,go-lang-plugin-org/go-lang-idea-plugin,git@github.com:go-lang-plugin-org/go-lang-idea-plugin.git,2010-08-29T08:20:01Z,2022-03-12T13:05:39Z,4603,21
512,hustcc/JS-Sorting-Algorithm,git@github.com:hustcc/JS-Sorting-Algorithm.git,2017-01-19T11:36:21Z,2022-03-13T10:04:12Z,4599,0
513,alipay/SoloPi,git@github.com:alipay/SoloPi.git,2019-03-14T15:32:49Z,2022-03-14T03:53:22Z,4592,7
514,danielzeller/Depth-LIB-Android-,git@github.com:danielzeller/Depth-LIB-Android-.git,2016-04-27T09:37:28Z,2022-03-14T11:49:06Z,4586,0
515,SplashCodes/JAViewer,git@github.com:SplashCodes/JAViewer.git,2016-05-21T08:47:10Z,2022-03-14T08:52:52Z,4581,10
516,chentao0707/SimplifyReader,git@github.com:chentao0707/SimplifyReader.git,2015-08-17T08:22:53Z,2022-03-13T04:48:14Z,4577,0
517,microg/GmsCore,git@github.com:microg/GmsCore.git,2014-04-23T19:28:47Z,2022-03-14T22:37:09Z,4573,26
518,zhaojun1998/zfile,git@github.com:zhaojun1998/zfile.git,2019-08-19T13:57:56Z,2022-03-15T00:47:34Z,4565,39
519,ElderDrivers/EdXposed,git@github.com:ElderDrivers/EdXposed.git,2019-01-18T16:18:19Z,2022-03-14T06:15:36Z,4560,27
520,baidu/uid-generator,git@github.com:baidu/uid-generator.git,2017-03-27T04:03:43Z,2022-03-14T08:57:01Z,4558,0
521,kyleduo/SwitchButton,git@github.com:kyleduo/SwitchButton.git,2014-09-09T07:20:43Z,2022-03-14T13:50:07Z,4556,0
522,jgilfelt/chuck,git@github.com:jgilfelt/chuck.git,2017-02-07T23:51:39Z,2022-03-12T05:08:05Z,4552,5
523,lingochamp/okdownload,git@github.com:lingochamp/okdownload.git,2017-12-17T08:21:22Z,2022-03-13T04:11:38Z,4547,8
524,spring-cloud/spring-cloud-netflix,git@github.com:spring-cloud/spring-cloud-netflix.git,2014-07-11T15:46:12Z,2022-03-13T12:20:49Z,4540,2
525,fuzhengwei/itstack-demo-design,git@github.com:fuzhengwei/itstack-demo-design.git,2020-05-20T13:45:30Z,2022-03-14T14:16:04Z,4538,0
526,Flipboard/bottomsheet,git@github.com:Flipboard/bottomsheet.git,2015-04-23T17:37:32Z,2022-03-11T18:41:07Z,4536,10
527,techGay/v9porn,git@github.com:techGay/v9porn.git,2018-04-12T14:32:04Z,2022-03-14T08:52:49Z,4535,9
528,spring-projects/spring-security-oauth,git@github.com:spring-projects/spring-security-oauth.git,2011-07-26T18:08:49Z,2022-03-14T06:37:53Z,4529,0
529,romandanylyk/PageIndicatorView,git@github.com:romandanylyk/PageIndicatorView.git,2016-08-20T19:25:32Z,2022-03-11T10:54:42Z,4525,14
530,JakeWharton/NineOldAndroids,git@github.com:JakeWharton/NineOldAndroids.git,2011-12-08T19:46:37Z,2022-03-13T04:51:27Z,4523,0
531,jdamcd/android-crop,git@github.com:jdamcd/android-crop.git,2014-03-13T10:24:43Z,2022-03-12T19:11:03Z,4523,6
532,nisrulz/android-tips-tricks,git@github.com:nisrulz/android-tips-tricks.git,2016-08-25T20:27:33Z,2022-03-10T11:51:58Z,4514,0
533,sofastack/sofa-boot,git@github.com:sofastack/sofa-boot.git,2018-04-02T08:28:14Z,2022-03-14T01:58:55Z,4508,50
534,pili-engineering/PLDroidPlayer,git@github.com:pili-engineering/PLDroidPlayer.git,2015-06-02T04:41:29Z,2022-03-14T23:46:32Z,4505,41
535,zhanghai/Douya,git@github.com:zhanghai/Douya.git,2016-02-01T13:44:19Z,2022-03-10T11:22:05Z,4505,11
536,Jasonchenlijian/FastBle,git@github.com:Jasonchenlijian/FastBle.git,2016-08-23T02:06:33Z,2022-03-14T05:01:39Z,4493,9
537,jankotek/mapdb,git@github.com:jankotek/mapdb.git,2012-08-17T15:28:54Z,2022-03-14T11:19:41Z,4474,0
538,lettuce-io/lettuce-core,git@github.com:lettuce-io/lettuce-core.git,2014-05-10T13:08:46Z,2022-03-14T05:49:49Z,4465,97
539,apache/groovy,git@github.com:apache/groovy.git,2015-04-16T07:00:05Z,2022-03-14T22:34:26Z,4452,0
540,square/android-times-square,git@github.com:square/android-times-square.git,2013-01-30T20:28:27Z,2022-03-14T16:44:28Z,4447,0
541,alibaba/dexposed,git@github.com:alibaba/dexposed.git,2015-06-30T02:59:16Z,2022-03-14T05:37:53Z,4439,0
542,HotBitmapGG/bilibili-android-client,git@github.com:HotBitmapGG/bilibili-android-client.git,2016-06-01T04:36:01Z,2022-03-12T09:24:14Z,4431,1
543,castorflex/SmoothProgressBar,git@github.com:castorflex/SmoothProgressBar.git,2013-11-27T20:32:16Z,2022-03-14T17:41:28Z,4429,9
544,orientechnologies/orientdb,git@github.com:orientechnologies/orientdb.git,2012-12-09T20:33:47Z,2022-03-13T17:53:07Z,4428,180
545,apache/hbase,git@github.com:apache/hbase.git,2014-05-23T07:00:07Z,2022-03-14T09:45:10Z,4398,18
546,puniverse/quasar,git@github.com:puniverse/quasar.git,2013-03-27T14:51:24Z,2022-03-14T08:59:28Z,4394,18
547,spring-projects/spring-data-examples,git@github.com:spring-projects/spring-data-examples.git,2014-01-30T15:42:43Z,2022-03-14T09:38:09Z,4379,0
548,google/google-java-format,git@github.com:google/google-java-format.git,2015-05-11T20:38:28Z,2022-03-14T11:22:23Z,4368,17
549,firebase/FirebaseUI-Android,git@github.com:firebase/FirebaseUI-Android.git,2015-07-09T17:31:09Z,2022-03-14T13:21:28Z,4367,63
550,MindorksOpenSource/android-mvp-architecture,git@github.com:MindorksOpenSource/android-mvp-architecture.git,2017-01-27T08:39:06Z,2022-03-14T21:10:41Z,4366,0
551,JanusGraph/janusgraph,git@github.com:JanusGraph/janusgraph.git,2016-12-26T13:26:29Z,2022-03-14T13:56:03Z,4363,20
552,deathmarine/Luyten,git@github.com:deathmarine/Luyten.git,2013-07-11T10:57:28Z,2022-03-13T14:39:01Z,4353,17
553,mcxiaoke/android-volley,git@github.com:mcxiaoke/android-volley.git,2013-05-21T05:35:26Z,2022-03-13T04:39:03Z,4351,0
554,reactive-streams/reactive-streams-jvm,git@github.com:reactive-streams/reactive-streams-jvm.git,2014-02-28T13:16:15Z,2022-03-14T21:52:15Z,4321,0
555,2227324689/gpmall,git@github.com:2227324689/gpmall.git,2019-07-18T14:09:22Z,2022-03-14T18:31:27Z,4321,0
556,Ashok-Varma/BottomNavigation,git@github.com:Ashok-Varma/BottomNavigation.git,2016-03-19T19:19:30Z,2022-03-04T06:47:24Z,4308,16
557,youtube/api-samples,git@github.com:youtube/api-samples.git,2013-12-09T18:41:41Z,2022-03-14T12:09:54Z,4307,0
558,cglib/cglib,git@github.com:cglib/cglib.git,2014-03-29T13:48:30Z,2022-03-14T01:41:52Z,4306,15
559,CodingDocs/springboot-guide,git@github.com:CodingDocs/springboot-guide.git,2018-11-28T01:05:07Z,2022-03-14T17:52:44Z,4291,0
560,aporter/coursera-android,git@github.com:aporter/coursera-android.git,2014-01-05T09:55:31Z,2022-03-07T16:38:41Z,4290,0
561,roncoo/roncoo-pay,git@github.com:roncoo/roncoo-pay.git,2016-07-21T02:46:06Z,2022-03-14T07:57:53Z,4287,0
562,bingoogolapple/BGARefreshLayout-Android,git@github.com:bingoogolapple/BGARefreshLayout-Android.git,2015-05-28T16:17:00Z,2022-03-13T01:45:49Z,4273,4
563,Tencent/GT,git@github.com:Tencent/GT.git,2016-01-13T10:29:55Z,2022-03-14T07:01:32Z,4265,3
564,zuihou/lamp-cloud,git@github.com:zuihou/lamp-cloud.git,2018-01-17T02:51:04Z,2022-03-14T04:59:53Z,4261,0
565,kiegroup/drools,git@github.com:kiegroup/drools.git,2011-02-18T08:37:05Z,2022-03-14T09:26:36Z,4253,0
566,yasserg/crawler4j,git@github.com:yasserg/crawler4j.git,2011-12-31T22:49:18Z,2022-03-14T03:43:15Z,4241,3
567,bitcoinj/bitcoinj,git@github.com:bitcoinj/bitcoinj.git,2013-11-19T04:33:23Z,2022-03-13T14:18:13Z,4235,1
568,hansonwang99/Spring-Boot-In-Action,git@github.com:hansonwang99/Spring-Boot-In-Action.git,2019-01-28T12:56:51Z,2022-03-14T02:02:35Z,4234,0
569,robinhood/ticker,git@github.com:robinhood/ticker.git,2016-07-15T21:37:52Z,2022-03-10T11:55:06Z,4233,9
570,jeasonlzy/ImagePicker,git@github.com:jeasonlzy/ImagePicker.git,2016-01-27T17:05:03Z,2022-03-07T09:42:36Z,4227,5
571,natario1/CameraView,git@github.com:natario1/CameraView.git,2017-07-18T09:30:33Z,2022-03-13T18:52:00Z,4222,42
572,awangdev/LintCode,git@github.com:awangdev/LintCode.git,2015-04-25T19:14:09Z,2022-03-14T02:03:30Z,4212,0
573,javagrowing/JGrowing,git@github.com:javagrowing/JGrowing.git,2019-02-26T01:55:08Z,2022-03-14T01:00:56Z,4210,0
574,cabaletta/baritone,git@github.com:cabaletta/baritone.git,2018-08-01T15:34:21Z,2022-03-14T23:19:24Z,4202,61
575,Netflix/ribbon,git@github.com:Netflix/ribbon.git,2013-01-15T01:08:04Z,2022-03-14T16:17:48Z,4194,41
576,zhanglei-workspace/shopping-management-system,git@github.com:zhanglei-workspace/shopping-management-system.git,2015-11-16T12:53:21Z,2022-03-14T14:55:08Z,4181,0
577,grantland/android-autofittextview,git@github.com:grantland/android-autofittextview.git,2011-02-14T06:00:52Z,2022-03-14T18:12:01Z,4177,1
578,apache/camel,git@github.com:apache/camel.git,2009-05-21T00:25:36Z,2022-03-14T01:16:50Z,4175,0
579,apache/hive,git@github.com:apache/hive.git,2009-05-21T02:31:01Z,2022-03-14T09:48:46Z,4172,0
580,CellularPrivacy/Android-IMSI-Catcher-Detector,git@github.com:CellularPrivacy/Android-IMSI-Catcher-Detector.git,2013-11-23T10:04:14Z,2022-03-13T08:56:58Z,4163,48
581,Meituan-Dianping/Robust,git@github.com:Meituan-Dianping/Robust.git,2017-03-14T10:14:50Z,2022-03-13T04:10:55Z,4160,13
582,Genymobile/gnirehtet,git@github.com:Genymobile/gnirehtet.git,2017-02-09T16:01:13Z,2022-03-14T19:23:03Z,4149,11
583,airbnb/DeepLinkDispatch,git@github.com:airbnb/DeepLinkDispatch.git,2015-06-11T21:16:48Z,2022-03-14T07:49:14Z,4144,22
584,Jacksgong/JKeyboardPanelSwitch,git@github.com:Jacksgong/JKeyboardPanelSwitch.git,2015-07-01T17:42:01Z,2022-03-11T05:21:56Z,4126,14
585,pedrovgs/AndroidWiFiADB,git@github.com:pedrovgs/AndroidWiFiADB.git,2015-10-18T21:58:45Z,2022-03-14T18:26:06Z,4126,8
586,hugeterry/CoordinatorTabLayout,git@github.com:hugeterry/CoordinatorTabLayout.git,2017-01-27T13:40:28Z,2022-03-14T08:27:04Z,4116,0
587,ZHENFENG13/spring-boot-projects,git@github.com:ZHENFENG13/spring-boot-projects.git,2017-04-01T01:50:14Z,2022-03-14T06:38:00Z,4112,0
588,ChadCSong/ShineButton,git@github.com:ChadCSong/ShineButton.git,2016-07-05T06:32:26Z,2022-03-14T09:56:23Z,4109,2
589,cjlin1/libsvm,git@github.com:cjlin1/libsvm.git,2013-09-10T14:32:07Z,2022-03-14T08:31:34Z,4107,0
590,codingapi/tx-lcn,git@github.com:codingapi/tx-lcn.git,2017-11-11T03:34:34Z,2022-03-14T15:24:58Z,4101,14
591,AntennaPod/AntennaPod,git@github.com:AntennaPod/AntennaPod.git,2012-07-31T10:25:08Z,2022-03-14T15:34:00Z,4095,43
592,apache/ignite,git@github.com:apache/ignite.git,2015-02-19T08:00:05Z,2022-03-14T09:26:59Z,4094,0
593,javaparser/javaparser,git@github.com:javaparser/javaparser.git,2011-10-30T14:03:44Z,2022-03-14T08:10:43Z,4093,31
594,Exrick/xpay,git@github.com:Exrick/xpay.git,2017-12-12T16:11:19Z,2022-03-14T13:13:37Z,4087,0
