order,responsible,nameWithOwner,sshUrl,createdAt,updatedAt,stargazers.totalCount,releases.totalCount,analysed,LOC,CBO,DIT,LCOM
325,Henrique,NanoHttpd/nanohttpd,git@github.com:NanoHttpd/nanohttpd.git,2012-08-10T21:52:42Z,2022-03-14T12:26:47Z,6265,3,yes,5741.0,5.0,16.0,118.0
326,Henrique,li-xiaojun/XPopup,git@github.com:li-xiaojun/XPopup.git,2018-12-07T06:16:48Z,2022-03-14T08:32:28Z,6254,176,yes,9685.0,2.0,9.0,0.0
327,Henrique,Tencent/Shadow,git@github.com:Tencent/Shadow.git,2019-06-13T10:50:27Z,2022-03-14T10:53:34Z,6223,3,yes,17408.0,0.0,8.0,0.0
328,Henrique,ssssssss-team/spider-flow,git@github.com:ssssssss-team/spider-flow.git,2020-03-27T11:07:15Z,2022-03-14T22:03:32Z,6214,2,yes,6600.0,4.0,43.0,0.0
329,Henrique,processing/processing,git@github.com:processing/processing.git,2013-01-24T21:17:22Z,2022-03-14T17:53:37Z,6175,48,yes,91945.0,1.0,28.0,0.0
330,Henrique,guardianproject/haven,git@github.com:guardianproject/haven.git,2017-03-01T03:20:03Z,2022-03-13T10:15:49Z,6169,37,yes,3869.0,2.0,3.0,0.0
331,Henrique,languagetool-org/languagetool,git@github.com:languagetool-org/languagetool.git,2013-08-08T16:37:22Z,2022-03-14T06:28:53Z,6161,0,yes,131531.0,68.0,28.0,429.0
332,Henrique,ikew0ng/SwipeBackLayout,git@github.com:ikew0ng/SwipeBackLayout.git,2013-08-25T03:36:12Z,2022-03-12T13:48:32Z,6140,0,yes,1345.0,1.0,3.0,78.0
333,Henrique,zouzg/mybatis-generator-gui,git@github.com:zouzg/mybatis-generator-gui.git,2016-05-08T22:39:39Z,2022-03-13T09:52:17Z,6125,16,yes,2754.0,0.0,4.0,0.0
334,Henrique,rengwuxian/MaterialEditText,git@github.com:rengwuxian/MaterialEditText.git,2014-10-30T10:07:23Z,2022-03-10T17:15:42Z,6116,19,yes,3114.0,1.0,2.0,0.0
335,Henrique,NLPchina/ansj_seg,git@github.com:NLPchina/ansj_seg.git,2012-09-05T05:56:24Z,2022-03-14T09:46:03Z,6100,3,yes,11011.0,3.0,4.0,0.0
336,Henrique,smuyyh/BookReader,git@github.com:smuyyh/BookReader.git,2016-08-03T05:17:27Z,2022-03-13T07:31:23Z,6072,0,yes,23545.0,2.0,6.0,0.0
337,Henrique,react-native-video/react-native-video,git@github.com:react-native-video/react-native-video.git,2015-03-31T05:08:38Z,2022-03-14T01:52:15Z,6049,6,yes,2731.0,11.0,2.0,78.0
338,Henrique,pedrovgs/EffectiveAndroidUI,git@github.com:pedrovgs/EffectiveAndroidUI.git,2014-07-04T08:42:20Z,2022-03-09T06:10:21Z,6047,0,yes,1605.0,3.0,3.0,0.0
339,Henrique,rey5137/material,git@github.com:rey5137/material.git,2014-12-09T12:07:32Z,2022-03-11T09:44:28Z,6047,10,yes,19442.0,4.0,9.0,0.0
340,Henrique,Graylog2/graylog2-server,git@github.com:Graylog2/graylog2-server.git,2010-05-17T21:27:02Z,2022-03-14T12:20:50Z,6045,0,yes,122669.0,10.0,15.0,10.0
341,Henrique,google/physical-web,git@github.com:google/physical-web.git,2014-09-30T18:32:14Z,2022-03-13T21:18:30Z,6036,17,yes,5788.0,2.0,3.0,0.0
342,Henrique,ArthurHub/Android-Image-Cropper,git@github.com:ArthurHub/Android-Image-Cropper.git,2015-01-15T10:49:37Z,2022-03-14T02:13:54Z,6028,32,yes,3895.0,9.0,3.0,0.0
343,Henrique,apache/jmeter,git@github.com:apache/jmeter.git,2010-05-26T23:38:07Z,2022-03-14T20:12:09Z,5983,0,yes,111081.0,9.0,11.0,0.0
344,Henrique,aa112901/remusic,git@github.com:aa112901/remusic.git,2016-03-24T06:20:39Z,2022-03-13T17:04:17Z,5981,0,yes,35806.0,18.0,7.0,13.0
345,Henrique,daimajia/NumberProgressBar,git@github.com:daimajia/NumberProgressBar.git,2014-05-01T08:54:25Z,2022-03-14T12:53:06Z,5977,3,yes,322.0,0.0,2.0,0.0
346,Henrique,airbytehq/airbyte,git@github.com:airbytehq/airbyte.git,2020-07-27T23:55:54Z,2022-03-15T00:38:00Z,5973,181,yes,63264.0,2.0,7.0,1.0
347,Henrique,antoniolg/androidmvp,git@github.com:antoniolg/androidmvp.git,2014-04-02T05:42:20Z,2022-03-12T14:00:31Z,5962,0,yes,211.0,2.0,2.0,0.0
348,Henrique,apache/incubator-shenyu,git@github.com:apache/incubator-shenyu.git,2018-07-11T08:17:45Z,2022-03-14T19:50:27Z,5960,5,yes,53663.0,5.0,6.0,6.0
349,Henrique,singwhatiwanna/dynamic-load-apk,git@github.com:singwhatiwanna/dynamic-load-apk.git,2014-03-30T11:51:00Z,2022-03-12T19:05:53Z,5958,0,yes,2142.0,1.0,4.0,0.0
350,Henrique,react-native-svg/react-native-svg,git@github.com:react-native-svg/react-native-svg.git,2016-01-17T14:29:21Z,2022-03-14T19:58:16Z,5944,76,yes,,,,
351,Henrique,apache/tomcat,git@github.com:apache/tomcat.git,2011-10-01T07:00:19Z,2022-03-14T14:34:54Z,5917,0,yes,,,,
352,Henrique,AsyncHttpClient/async-http-client,git@github.com:AsyncHttpClient/async-http-client.git,2011-03-07T13:41:46Z,2022-03-14T03:20:19Z,5916,0,yes,26037.0,1.0,7.0,0.0
353,Henrique,wyouflf/xUtils3,git@github.com:wyouflf/xUtils3.git,2015-10-28T10:56:04Z,2022-03-13T06:07:57Z,5915,9,yes,10724.0,20.0,6.0,0.0
354,Henrique,google/error-prone,git@github.com:google/error-prone.git,2014-08-21T23:26:50Z,2022-03-14T17:25:45Z,5901,17,yes,83335.0,3.0,24.0,6.0
355,Henrique,real-logic/aeron,git@github.com:real-logic/aeron.git,2014-02-07T17:16:58Z,2022-03-14T08:48:20Z,5898,79,yes,68906.0,23.0,6.0,0.0
356,Henrique,sohutv/cachecloud,git@github.com:sohutv/cachecloud.git,2016-01-26T05:46:01Z,2022-03-14T14:28:00Z,5893,6,yes,50978.0,1.0,7.0,0.0
357,Henrique,ityouknow/spring-cloud-examples,git@github.com:ityouknow/spring-cloud-examples.git,2017-04-28T08:48:53Z,2022-03-14T18:30:34Z,5878,0,yes,253.0,6.0,2.0,0.0
358,Henrique,google/j2objc,git@github.com:google/j2objc.git,2014-01-30T20:19:56Z,2022-03-09T11:23:57Z,5868,39,yes,,,,
359,Henrique,sshahine/JFoenix,git@github.com:sshahine/JFoenix.git,2015-09-08T14:04:24Z,2022-03-14T06:53:37Z,5809,0,yes,18435.0,8.0,12.0,5.0
360,Henrique,springside/springside4,git@github.com:springside/springside4.git,2012-02-23T08:39:03Z,2022-03-13T13:22:44Z,5790,3,yes,10441.0,5.0,6.0,6.0
361,Henrique,prolificinteractive/material-calendarview,git@github.com:prolificinteractive/material-calendarview.git,2015-02-09T22:31:56Z,2022-03-14T15:23:14Z,5768,22,yes,2891.0,1.0,4.0,3.0
362,Henrique,ximsfei/Android-skin-support,git@github.com:ximsfei/Android-skin-support.git,2017-01-12T15:03:54Z,2022-03-14T08:32:40Z,5761,0,yes,16205.0,8.0,7.0,0.0
363,Henrique,weibocom/motan,git@github.com:weibocom/motan.git,2016-04-20T10:56:17Z,2022-03-11T08:20:27Z,5757,17,yes,30923.0,16.0,7.0,523.0
364,Henrique,Nightonke/BoomMenu,git@github.com:Nightonke/BoomMenu.git,2016-03-19T12:04:12Z,2022-03-14T08:02:30Z,5756,0,yes,6748.0,8.0,5.0,0.0
365,Henrique,rest-assured/rest-assured,git@github.com:rest-assured/rest-assured.git,2010-10-21T08:35:43Z,2022-03-14T17:03:49Z,5750,0,yes,23637.0,1.0,5.0,0.0
366,Henrique,rabbitmq/rabbitmq-tutorials,git@github.com:rabbitmq/rabbitmq-tutorials.git,2010-09-21T11:41:26Z,2022-03-14T18:02:25Z,5748,0,yes,1129.0,4.0,1.0,0.0
367,Henrique,bytedeco/javacv,git@github.com:bytedeco/javacv.git,2014-04-21T13:50:26Z,2022-03-14T09:56:05Z,5740,8,yes,22260.0,12.0,13.0,0.0
368,Henrique,wasabeef/richeditor-android,git@github.com:wasabeef/richeditor-android.git,2015-03-30T16:19:20Z,2022-03-11T18:06:18Z,5738,0,yes,664.0,17.0,3.0,2006.0
369,Henrique,karatelabs/karate,git@github.com:karatelabs/karate.git,2017-02-07T15:59:17Z,2022-03-14T17:02:26Z,5727,43,yes,34696.0,7.0,8.0,0.0
370,Henrique,testcontainers/testcontainers-java,git@github.com:testcontainers/testcontainers-java.git,2015-04-12T12:44:59Z,2022-03-14T14:46:59Z,5723,54,yes,16858.0,3.0,13.0,0.0
371,Henrique,JakeWharton/u2020,git@github.com:JakeWharton/u2020.git,2013-11-14T11:58:23Z,2022-03-12T19:13:26Z,5722,0,yes,3630.0,40.0,7.0,12.0
372,Henrique,Devlight/InfiniteCycleViewPager,git@github.com:Devlight/InfiniteCycleViewPager.git,2016-08-22T08:04:39Z,2022-03-10T02:51:24Z,5721,2,yes,2956.0,2.0,6.0,1.0
373,Henrique,joelittlejohn/jsonschema2pojo,git@github.com:joelittlejohn/jsonschema2pojo.git,2013-06-22T22:28:53Z,2022-03-14T08:57:19Z,5689,58,yes,12058.0,0.0,4.0,0.0
374,Henrique,febsteam/FEBS-Shiro,git@github.com:febsteam/FEBS-Shiro.git,2018-03-20T02:17:48Z,2022-03-13T11:53:11Z,5685,0,yes,,,,
375,Henrique,PaperMC/Paper,git@github.com:PaperMC/Paper.git,2016-01-22T05:40:19Z,2022-03-14T18:55:56Z,5677,1,yes,111.0,2.0,2.0,0.0
376,Henrique,mrniko/netty-socketio,git@github.com:mrniko/netty-socketio.git,2012-01-12T11:43:49Z,2022-03-14T12:23:28Z,5662,3,yes,4682.0,5.0,5.0,1.0
377,Henrique,JakeWharton/DiskLruCache,git@github.com:JakeWharton/DiskLruCache.git,2012-01-05T00:36:34Z,2022-03-14T16:02:28Z,5652,0,yes,1606.0,3.0,3.0,3.0
378,Henrique,daimajia/AndroidImageSlider,git@github.com:daimajia/AndroidImageSlider.git,2014-06-02T06:04:17Z,2022-03-13T04:47:49Z,5651,5,yes,3266.0,2.0,6.0,0.0
379,Henrique,twowaits/SDE-Interview-Questions,git@github.com:twowaits/SDE-Interview-Questions.git,2017-10-25T11:08:52Z,2022-03-13T18:51:26Z,5646,1,yes,3.0,0.0,1.0,0.0
380,Henrique,YunaiV/onemall,git@github.com:YunaiV/onemall.git,2019-05-02T16:06:49Z,2022-03-14T09:32:12Z,5642,0,yes,9853.0,0.0,4.0,15.0
381,Henrique,nhaarman/ListViewAnimations,git@github.com:nhaarman/ListViewAnimations.git,2013-03-19T11:59:23Z,2022-03-13T14:03:42Z,5637,14,yes,4413.0,11.0,6.0,0.0
382,Henrique,pentaho/pentaho-kettle,git@github.com:pentaho/pentaho-kettle.git,2013-10-08T18:27:11Z,2022-03-14T12:15:10Z,5623,1,yes,685056.0,0.0,18.0,0.0
383,Henrique,wxiaoqi/Spring-Cloud-Platform,git@github.com:wxiaoqi/Spring-Cloud-Platform.git,2017-05-25T10:35:26Z,2022-03-14T09:58:28Z,5610,3,yes,5081.0,10.0,5.0,0.0
384,Henrique,apache/zeppelin,git@github.com:apache/zeppelin.git,2015-03-25T07:00:06Z,2022-03-14T14:10:52Z,5605,0,yes,128107.0,0.0,8.0,0.0
385,Henrique,k0shk0sh/FastHub,git@github.com:k0shk0sh/FastHub.git,2017-02-18T17:53:16Z,2022-03-14T13:56:26Z,5602,63,yes,33871.0,24.0,6.0,42.0
386,Henrique,lets-blade/blade,git@github.com:lets-blade/blade.git,2015-06-10T03:35:49Z,2022-03-14T16:06:42Z,5600,9,yes,13241.0,13.0,5.0,10.0
387,Henrique,liyifeng1994/ssm,git@github.com:liyifeng1994/ssm.git,2016-06-18T17:58:56Z,2022-03-13T03:05:14Z,5586,0,yes,302.0,2.0,4.0,1.0
388,Henrique,amlcurran/ShowcaseView,git@github.com:amlcurran/ShowcaseView.git,2012-08-14T19:07:36Z,2022-03-12T11:24:27Z,5578,13,yes,1538.0,5.0,4.0,0.0
389,Henrique,dmytrodanylyk/circular-progress-button,git@github.com:dmytrodanylyk/circular-progress-button.git,2014-06-07T12:58:48Z,2022-03-11T15:00:02Z,5569,1,yes,1163.0,10.0,3.0,1.0
390,Henrique,yarolegovich/DiscreteScrollView,git@github.com:yarolegovich/DiscreteScrollView.git,2017-03-03T23:38:54Z,2022-03-14T08:53:18Z,5567,2,yes,2841.0,0.0,3.0,0.0
391,Henrique,lightbend/config,git@github.com:lightbend/config.git,2011-12-06T08:02:29Z,2022-03-14T16:15:35Z,5545,0,yes,9811.0,0.0,60.0,54.0
392,Henrique,hongyangAndroid/FlowLayout,git@github.com:hongyangAndroid/FlowLayout.git,2015-08-28T09:32:31Z,2022-03-12T00:44:51Z,5541,0,yes,694.0,10.0,3.0,1.0
393,Henrique,jpush/aurora-imui,git@github.com:jpush/aurora-imui.git,2016-12-13T05:24:01Z,2022-03-10T05:31:12Z,5539,42,yes,14441.0,1.0,21.0,0.0
394,Henrique,springfox/springfox,git@github.com:springfox/springfox.git,2012-05-06T06:38:57Z,2022-03-14T21:32:03Z,5536,12,yes,25608.0,4.0,4.0,0.0
395,Henrique,Alluxio/alluxio,git@github.com:Alluxio/alluxio.git,2012-12-21T17:43:46Z,2022-03-14T17:42:34Z,5526,53,yes,169460.0,2.0,68.0,0.0
396,Henrique,emilsjolander/StickyListHeaders,git@github.com:emilsjolander/StickyListHeaders.git,2012-03-11T18:29:18Z,2022-03-14T16:59:42Z,5519,16,yes,1763.0,3.0,3.0,0.0
397,Henrique,h2pl/Java-Tutorial,git@github.com:h2pl/Java-Tutorial.git,2018-05-01T15:57:21Z,2022-03-15T00:51:25Z,5518,0,yes,4.0,0.0,1.0,0.0
398,Henrique,knightliao/disconf,git@github.com:knightliao/disconf.git,2014-05-30T09:39:27Z,2022-03-13T11:14:22Z,5515,12,yes,11844.0,0.0,7.0,0.0
399,Henrique,MindorksOpenSource/from-java-to-kotlin,git@github.com:MindorksOpenSource/from-java-to-kotlin.git,2017-05-21T11:56:27Z,2022-03-14T13:38:43Z,5515,0,yes,31.0,0.0,1.0,0.0
400,Henrique,google/grafika,git@github.com:google/grafika.git,2013-12-19T18:36:53Z,2022-03-12T07:42:23Z,5501,1,yes,6687.0,7.0,5.0,12.0
401,Henrique,alibaba/freeline,git@github.com:alibaba/freeline.git,2016-08-03T17:22:52Z,2022-03-14T15:51:43Z,5495,22,yes,4384.0,1.0,14.0,1.0
402,Henrique,plantuml/plantuml,git@github.com:plantuml/plantuml.git,2010-11-04T15:55:50Z,2022-03-14T23:30:55Z,5491,9,yes,164812.0,2.0,19.0,0.0
403,Henrique,sockeqwe/mosby,git@github.com:sockeqwe/mosby.git,2015-03-25T00:59:19Z,2022-03-10T15:17:25Z,5476,15,yes,14026.0,2.0,10.0,1.0
404,Henrique,haifengl/smile,git@github.com:haifengl/smile.git,2014-11-20T16:28:12Z,2022-03-14T14:26:35Z,5473,22,yes,85959.0,1.0,22.0,36.0
405,Henrique,facebookarchive/rebound,git@github.com:facebookarchive/rebound.git,2013-10-11T01:12:37Z,2022-03-07T06:52:53Z,5466,10,yes,3394.0,2.0,3.0,1.0
406,Henrique,527515025/springBoot,git@github.com:527515025/springBoot.git,2016-11-07T02:13:31Z,2022-03-14T13:51:53Z,5431,0,yes,5287.0,6.0,4.0,1.0
407,Henrique,gzu-liyujiang/AndroidPicker,git@github.com:gzu-liyujiang/AndroidPicker.git,2015-10-21T14:21:16Z,2022-03-14T14:34:15Z,5428,50,yes,11757.0,6.0,6.0,13.0
408,Henrique,dm77/barcodescanner,git@github.com:dm77/barcodescanner.git,2014-02-24T21:14:09Z,2022-03-14T06:26:30Z,5427,6,yes,2420.0,1.0,5.0,0.0
409,Henrique,graphql-java/graphql-java,git@github.com:graphql-java/graphql-java.git,2015-07-06T06:52:20Z,2022-03-14T17:53:55Z,5420,39,yes,36926.0,18.0,6.0,140.0
410,Henrique,robolectric/robolectric,git@github.com:robolectric/robolectric.git,2010-08-28T00:28:25Z,2022-03-14T06:21:30Z,5414,81,yes,133990.0,11.0,37.0,66.0
411,Henrique,jgilfelt/SystemBarTint,git@github.com:jgilfelt/SystemBarTint.git,2013-11-17T12:35:05Z,2022-03-03T11:30:49Z,5394,3,yes,555.0,13.0,3.0,84.0
412,Henrique,evernote/android-job,git@github.com:evernote/android-job.git,2015-08-20T19:36:54Z,2022-03-14T19:33:29Z,5375,31,yes,8800.0,9.0,30.0,3.0
413,Henrique,amitshekhariitbhu/Fast-Android-Networking,git@github.com:amitshekhariitbhu/Fast-Android-Networking.git,2016-03-21T18:35:44Z,2022-03-14T06:35:14Z,5369,8,yes,16437.0,0.0,18.0,0.0
414,Henrique,apache/beam,git@github.com:apache/beam.git,2016-02-02T08:00:06Z,2022-03-14T17:47:55Z,5368,20,yes,379794.0,26.0,38.0,0.0
415,Henrique,changmingxie/tcc-transaction,git@github.com:changmingxie/tcc-transaction.git,2015-12-05T04:27:53Z,2022-03-14T15:17:17Z,5363,4,yes,6716.0,0.0,4.0,7.0
416,Henrique,evant/gradle-retrolambda,git@github.com:evant/gradle-retrolambda.git,2013-08-05T02:09:58Z,2022-03-07T11:42:23Z,5361,37,yes,,,,
417,Henrique,hanks-zyh/HTextView,git@github.com:hanks-zyh/HTextView.git,2015-12-19T16:34:59Z,2022-03-13T11:21:04Z,5341,0,yes,2634.0,8.0,3.0,8.0
418,Henrique,MinecraftForge/MinecraftForge,git@github.com:MinecraftForge/MinecraftForge.git,2012-01-30T01:35:01Z,2022-03-14T14:57:27Z,5326,0,yes,,,,
419,Henrique,JesusFreke/smali,git@github.com:JesusFreke/smali.git,2012-09-23T19:51:16Z,2022-03-14T18:26:52Z,5320,1,yes,38426.0,6.0,19.0,4.0
420,Henrique,dataease/dataease,git@github.com:dataease/dataease.git,2021-02-02T04:10:21Z,2022-03-14T15:40:06Z,5313,24,yes,,,,
421,Henrique,XRecyclerView/XRecyclerView,git@github.com:XRecyclerView/XRecyclerView.git,2015-11-18T08:14:22Z,2022-03-14T20:51:20Z,5283,0,yes,4278.0,1.0,4.0,0.0
422,Henrique,lucasr/twoway-view,git@github.com:lucasr/twoway-view.git,2013-01-18T20:55:23Z,2022-03-14T07:27:21Z,5273,0,yes,2852.0,22.0,6.0,2936.0
423,Henrique,commonsguy/cw-omnibus,git@github.com:commonsguy/cw-omnibus.git,2012-03-12T14:12:06Z,2022-03-13T17:05:34Z,5266,36,yes,54409.0,6.0,10.0,1.0
424,Henrique,apache/dubbo-spring-boot-project,git@github.com:apache/dubbo-spring-boot-project.git,2018-01-18T12:10:50Z,2022-03-14T02:02:29Z,5260,13,yes,1478.0,3.0,2.0,0.0
425,Henrique,yixia/VitamioBundle,git@github.com:yixia/VitamioBundle.git,2012-10-19T08:40:49Z,2022-03-13T04:40:00Z,5253,0,yes,4439.0,4.0,4.0,3.0
426,Henrique,micronaut-projects/micronaut-core,git@github.com:micronaut-projects/micronaut-core.git,2018-03-07T12:05:08Z,2022-03-14T17:53:24Z,5251,118,yes,,,,
427,Henrique,scribejava/scribejava,git@github.com:scribejava/scribejava.git,2010-09-05T19:11:40Z,2022-03-10T21:11:38Z,5236,7,yes,10356.0,2.0,6.0,0.0
428,Henrique,Meituan-Dianping/Leaf,git@github.com:Meituan-Dianping/Leaf.git,2018-12-11T07:41:35Z,2022-03-14T16:41:03Z,5236,0,yes,1094.0,0.0,4.0,0.0
429,Henrique,yanzhenjie/SwipeRecyclerView,git@github.com:yanzhenjie/SwipeRecyclerView.git,2016-08-03T15:43:34Z,2022-03-14T03:02:16Z,5221,0,yes,8590.0,1.0,6.0,0.0
430,Henrique,Clans/FloatingActionButton,git@github.com:Clans/FloatingActionButton.git,2015-03-21T12:36:16Z,2022-03-11T02:49:52Z,5207,14,yes,2281.0,3.0,5.0,0.0
431,Henrique,square/otto,git@github.com:square/otto.git,2012-06-27T19:06:49Z,2022-03-13T04:10:43Z,5203,0,yes,1370.0,4.0,5.0,0.0
432,Henrique,h6ah4i/android-advancedrecyclerview,git@github.com:h6ah4i/android-advancedrecyclerview.git,2015-01-24T16:14:39Z,2022-03-13T16:35:35Z,5197,1,yes,16269.0,5.0,25.0,0.0
433,Henrique,Yalantis/Side-Menu.Android,git@github.com:Yalantis/Side-Menu.Android.git,2015-01-13T11:11:27Z,2022-03-14T08:02:29Z,5189,2,yes,374.0,3.0,2.0,6.0
434,Henrique,wuhaoyu1990/MagicCamera,git@github.com:wuhaoyu1990/MagicCamera.git,2016-01-08T11:36:56Z,2022-03-14T03:24:25Z,5183,0,yes,12305.0,5.0,8.0,0.0
435,Henrique,Vedenin/useful-java-links,git@github.com:Vedenin/useful-java-links.git,2016-02-13T13:14:52Z,2022-03-14T15:18:26Z,5172,0,yes,4308.0,0.0,2.0,0.0
436,Henrique,thinkaurelius/titan,git@github.com:thinkaurelius/titan.git,2012-02-25T22:53:53Z,2022-03-13T02:18:34Z,5172,0,yes,31290.0,2.0,6.0,3.0
437,Henrique,xxv/android-lifecycle,git@github.com:xxv/android-lifecycle.git,2014-04-18T14:26:22Z,2022-03-13T04:39:17Z,5169,0,yes,,,,
438,Henrique,motianhuo/wechat,git@github.com:motianhuo/wechat.git,2015-05-25T02:33:37Z,2022-03-11T07:38:35Z,5169,0,yes,26445.0,1.0,6.0,10.0
439,Henrique,CameraKit/camerakit-android,git@github.com:CameraKit/camerakit-android.git,2016-11-27T19:29:43Z,2022-03-09T18:28:40Z,5155,17,yes,3493.0,0.0,6.0,1.0
440,Henrique,ja-netfilter/ja-netfilter,git@github.com:ja-netfilter/ja-netfilter.git,2021-11-29T02:54:50Z,2022-03-14T21:30:17Z,5153,1,yes,1012.0,10.0,2.0,0.0
441,Henrique,KeepSafe/TapTargetView,git@github.com:KeepSafe/TapTargetView.git,2016-09-11T09:07:36Z,2022-03-12T22:18:30Z,5153,23,yes,1554.0,6.0,3.0,0.0
442,Henrique,LawnchairLauncher/lawnchair,git@github.com:LawnchairLauncher/lawnchair.git,2017-03-03T13:12:58Z,2022-03-15T00:27:38Z,5145,34,yes,,,,
443,Henrique,wasabeef/Blurry,git@github.com:wasabeef/Blurry.git,2015-07-23T14:12:08Z,2022-03-14T14:23:42Z,5140,0,yes,471.0,3.0,1.0,0.0
444,Henrique,Karumi/Dexter,git@github.com:Karumi/Dexter.git,2015-11-17T13:14:43Z,2022-03-14T21:39:48Z,5131,33,yes,1476.0,7.0,5.0,0.0
445,Henrique,crazycodeboy/react-native-splash-screen,git@github.com:crazycodeboy/react-native-splash-screen.git,2016-09-14T10:43:55Z,2022-03-14T16:23:35Z,5126,12,yes,207.0,2.0,2.0,3.0
446,Henrique,frohoff/ysoserial,git@github.com:frohoff/ysoserial.git,2015-01-28T07:13:55Z,2022-03-15T00:19:53Z,5076,0,yes,3037.0,3.0,5.0,19.0
447,Henrique,trinodb/trino,git@github.com:trinodb/trino.git,2019-01-19T06:38:14Z,2022-03-14T19:54:03Z,5064,0,yes,,,,
448,Henrique,junit-team/junit5,git@github.com:junit-team/junit5.git,2015-01-11T19:06:10Z,2022-03-14T04:05:13Z,5063,54,yes,,,,
449,Henrique,journeyapps/zxing-android-embedded,git@github.com:journeyapps/zxing-android-embedded.git,2012-11-28T16:36:39Z,2022-03-15T00:19:28Z,5040,9,yes,4164.0,4.0,5.0,6.0
450,Henrique,frogermcs/InstaMaterial,git@github.com:frogermcs/InstaMaterial.git,2014-11-10T18:56:49Z,2022-03-05T20:18:37Z,5037,1,yes,1763.0,0.0,4.0,0.0
451,Henrique,alibaba/UltraViewPager,git@github.com:alibaba/UltraViewPager.git,2017-03-29T13:31:53Z,2022-03-07T04:50:57Z,5028,10,yes,1355.0,5.0,2.0,10.0
452,Henrique,careercup/ctci,git@github.com:careercup/ctci.git,2013-03-21T23:01:01Z,2022-03-14T02:54:35Z,5025,0,yes,10215.0,0.0,5.0,0.0
453,Henrique,TommyLemon/Android-ZBLibrary,git@github.com:TommyLemon/Android-ZBLibrary.git,2015-08-20T16:03:53Z,2022-03-14T00:33:11Z,5019,25,yes,12483.0,5.0,5.0,10.0
454,Henrique,mapstruct/mapstruct,git@github.com:mapstruct/mapstruct.git,2012-05-28T12:42:42Z,2022-03-13T14:59:57Z,5012,21,yes,58528.0,3.0,11.0,1.0
455,Henrique,wequick/Small,git@github.com:wequick/Small.git,2015-11-27T11:37:20Z,2022-03-13T06:22:16Z,5011,25,yes,5511.0,2.0,7.0,0.0
456,Henrique,Trinea/android-common,git@github.com:Trinea/android-common.git,2012-06-19T07:49:46Z,2022-03-12T19:11:14Z,4995,1,yes,5686.0,19.0,4.0,543.0
457,Henrique,flowable/flowable-engine,git@github.com:flowable/flowable-engine.git,2016-10-13T07:21:43Z,2022-03-14T09:31:10Z,4990,20,yes,,,,
458,Henrique,spring-attic/spring-mvc-showcase,git@github.com:spring-attic/spring-mvc-showcase.git,2011-06-03T15:36:55Z,2022-03-14T10:17:03Z,4987,0,yes,1086.0,2.0,3.0,0.0
459,Henrique,btraceio/btrace,git@github.com:btraceio/btrace.git,2014-08-28T18:58:24Z,2022-03-14T08:14:58Z,4984,28,yes,30789.0,0.0,9.0,0.0
460,Henrique,awsdocs/aws-doc-sdk-examples,git@github.com:awsdocs/aws-doc-sdk-examples.git,2016-08-18T19:06:57Z,2022-03-14T20:57:14Z,4982,0,yes,,,,
461,Henrique,traex/RippleEffect,git@github.com:traex/RippleEffect.git,2014-10-14T13:32:51Z,2022-03-12T19:14:53Z,4963,0,yes,406.0,2.0,2.0,0.0
462,Henrique,amitshekhariitbhu/RxJava2-Android-Samples,git@github.com:amitshekhariitbhu/RxJava2-Android-Samples.git,2016-08-27T08:21:37Z,2022-03-14T15:45:34Z,4954,0,yes,3461.0,2.0,3.0,0.0
463,Henrique,orhanobut/dialogplus,git@github.com:orhanobut/dialogplus.git,2014-12-12T09:24:44Z,2022-03-14T15:06:34Z,4950,9,yes,895.0,2.0,2.0,0.0
464,Henrique,linkedin/datahub,git@github.com:linkedin/datahub.git,2015-11-18T05:47:40Z,2022-03-14T17:42:11Z,4949,47,yes,34305.0,1.0,4.0,0.0
465,Henrique,alibaba/transmittable-thread-local,git@github.com:alibaba/transmittable-thread-local.git,2013-10-13T08:48:33Z,2022-03-14T07:01:58Z,4936,48,yes,,,,
466,Henrique,wiremock/wiremock,git@github.com:wiremock/wiremock.git,2011-10-09T20:27:24Z,2022-03-14T13:20:02Z,4928,1,yes,32621.0,9.0,15.0,3.0
467,Henrique,yuliskov/SmartTubeNext,git@github.com:yuliskov/SmartTubeNext.git,2020-07-28T12:53:52Z,2022-03-15T00:35:14Z,4916,64,yes,30261.0,0.0,6.0,0.0
468,Henrique,Devlight/NavigationTabBar,git@github.com:Devlight/NavigationTabBar.git,2016-03-29T08:59:27Z,2022-03-11T17:34:29Z,4912,13,yes,1916.0,7.0,4.0,3.0
469,Henrique,yipianfengye/android-zxingLibrary,git@github.com:yipianfengye/android-zxingLibrary.git,2016-07-26T08:00:18Z,2022-03-12T10:03:28Z,4911,0,yes,1639.0,8.0,3.0,1.0
470,Henrique,facebook/shimmer-android,git@github.com:facebook/shimmer-android.git,2015-02-27T22:25:22Z,2022-03-12T15:14:38Z,4903,5,yes,,,,
471,Henrique,hibernate/hibernate-orm,git@github.com:hibernate/hibernate-orm.git,2010-10-04T16:15:52Z,2022-03-11T15:11:28Z,4888,16,yes,,,,
472,Henrique,danikula/AndroidVideoCache,git@github.com:danikula/AndroidVideoCache.git,2015-04-01T11:25:52Z,2022-03-14T10:09:20Z,4888,20,yes,2758.0,15.0,4.0,21.0
